subject,condition,target,rating
6848558,competence-bias,envy.target,7
6848558,competence-bias,pity.target,5
6847719,equal,pity.target,3
6847719,equal,envy.target,6
6841962,warmth-bias,pity.target,7
6841962,warmth-bias,envy.target,6
6837769,warmth-bias,envy.target,5
6837769,warmth-bias,pity.target,6
6835972,equal,pity.target,6
6835972,equal,envy.target,5
6832257,equal,pity.target,5
6832257,equal,envy.target,6
6829510,warmth-bias,envy.target,6
6829510,warmth-bias,pity.target,3
6827366,competence-bias,envy.target,5
6827366,competence-bias,pity.target,6
6821709,competence-bias,pity.target,5
6821709,competence-bias,envy.target,7
6820472,warmth-bias,pity.target,7
6820472,warmth-bias,envy.target,5
6807294,competence-bias,pity.target,1
6807294,competence-bias,envy.target,1
6803810,warmth-bias,pity.target,7
6803810,warmth-bias,envy.target,3
6797736,equal,envy.target,7
6797736,equal,pity.target,2
6796321,warmth-bias,pity.target,5
6796321,warmth-bias,envy.target,5
6788222,warmth-bias,envy.target,6
6788222,warmth-bias,pity.target,7
6781602,competence-bias,envy.target,7
6781602,competence-bias,pity.target,5
6780304,competence-bias,envy.target,6
6780304,competence-bias,pity.target,2
6752405,equal,envy.target,4
6752405,equal,pity.target,6
6749370,warmth-bias,envy.target,6
6749370,warmth-bias,pity.target,7
6749091,warmth-bias,envy.target,6
6749091,warmth-bias,pity.target,7
6721823,competence-bias,pity.target,5
6721823,competence-bias,envy.target,7
6702197,competence-bias,pity.target,4
6702197,competence-bias,envy.target,6
6693409,competence-bias,envy.target,5
6693409,competence-bias,pity.target,3
6666163,equal,pity.target,4
6666163,equal,envy.target,5
6664670,warmth-bias,envy.target,5
6664670,warmth-bias,pity.target,5
6659362,competence-bias,pity.target,5
6659362,competence-bias,envy.target,7
6659115,competence-bias,envy.target,6
6659115,competence-bias,pity.target,4
6658291,competence-bias,pity.target,6
6658291,competence-bias,envy.target,6
6649364,equal,pity.target,6
6649364,equal,envy.target,5
6648899,warmth-bias,envy.target,7
6648899,warmth-bias,pity.target,6
6648810,equal,pity.target,4
6648810,equal,envy.target,4
6648191,warmth-bias,pity.target,6
6648191,warmth-bias,envy.target,3
6644912,equal,envy.target,4
6644912,equal,pity.target,4
6639635,equal,envy.target,6
6639635,equal,pity.target,5
6636341,competence-bias,envy.target,7
6636341,competence-bias,pity.target,3
6636268,warmth-bias,envy.target,3
6636268,warmth-bias,pity.target,7
6632856,equal,pity.target,6
6632856,equal,envy.target,5
6623974,competence-bias,envy.target,5
6623974,competence-bias,pity.target,2
6619625,warmth-bias,envy.target,5
6619625,warmth-bias,pity.target,6
6617090,warmth-bias,envy.target,5
6617090,warmth-bias,pity.target,7
6600349,competence-bias,envy.target,6
6600349,competence-bias,pity.target,6
6597418,competence-bias,envy.target,6
6597418,competence-bias,pity.target,6
6573712,equal,pity.target,6
6573712,equal,envy.target,5
6573145,equal,pity.target,4
6573145,equal,envy.target,6
6568544,competence-bias,envy.target,6
6568544,competence-bias,pity.target,5
6538207,warmth-bias,envy.target,5
6538207,warmth-bias,pity.target,6
6536207,warmth-bias,pity.target,7
6536207,warmth-bias,envy.target,2
6528590,equal,pity.target,6
6528590,equal,envy.target,6
6525286,equal,envy.target,4
6525286,equal,pity.target,6
6521064,warmth-bias,pity.target,6
6521064,warmth-bias,envy.target,3
6517576,competence-bias,envy.target,6
6517576,competence-bias,pity.target,5
6513287,competence-bias,pity.target,6
6513287,competence-bias,envy.target,6
6511853,equal,envy.target,6
6511853,equal,pity.target,7
6498947,competence-bias,envy.target,7
6498947,competence-bias,pity.target,5
6498273,equal,pity.target,6
6498273,equal,envy.target,6
6487515,warmth-bias,pity.target,6
6487515,warmth-bias,envy.target,4
6481374,equal,pity.target,6
6481374,equal,envy.target,6
6478695,equal,envy.target,2
6478695,equal,pity.target,7
6475172,equal,envy.target,7
6475172,equal,pity.target,5
6474058,competence-bias,envy.target,6
6474058,competence-bias,pity.target,5
6471539,warmth-bias,pity.target,4
6471539,warmth-bias,envy.target,4
6453201,warmth-bias,pity.target,5
6453201,warmth-bias,envy.target,6
6446636,equal,pity.target,7
6446636,equal,envy.target,5
6442118,equal,envy.target,4
6442118,equal,pity.target,5
6441050,equal,pity.target,5
6441050,equal,envy.target,5
6429834,competence-bias,pity.target,4
6429834,competence-bias,envy.target,6
6409382,warmth-bias,pity.target,7
6409382,warmth-bias,envy.target,5
6404384,competence-bias,pity.target,7
6404384,competence-bias,envy.target,6
6404169,equal,envy.target,7
6404169,equal,pity.target,6
6398842,competence-bias,envy.target,7
6398842,competence-bias,pity.target,6
6394131,competence-bias,envy.target,6
6394131,competence-bias,pity.target,3
6389777,equal,envy.target,5
6389777,equal,pity.target,6
6378426,warmth-bias,pity.target,5
6378426,warmth-bias,envy.target,6
6363138,warmth-bias,pity.target,7
6363138,warmth-bias,envy.target,6
6361925,warmth-bias,envy.target,6
6361925,warmth-bias,pity.target,3
6339469,competence-bias,envy.target,7
6339469,competence-bias,pity.target,3
6338712,competence-bias,pity.target,3
6338712,competence-bias,envy.target,6
6337977,equal,envy.target,7
6337977,equal,pity.target,2
6333332,warmth-bias,envy.target,6
6333332,warmth-bias,pity.target,7
6330355,equal,envy.target,4
6330355,equal,pity.target,5
6327454,equal,pity.target,6
6327454,equal,envy.target,2
6326304,equal,pity.target,6
6326304,equal,envy.target,5
6317732,warmth-bias,envy.target,5
6317732,warmth-bias,pity.target,6
6315325,equal,envy.target,6
6315325,equal,pity.target,5
6304543,competence-bias,pity.target,3
6304543,competence-bias,envy.target,6
6301262,warmth-bias,envy.target,4
6301262,warmth-bias,pity.target,6
6296140,warmth-bias,pity.target,6
6296140,warmth-bias,envy.target,3
6291267,competence-bias,envy.target,7
6291267,competence-bias,pity.target,5
6278638,equal,envy.target,4
6278638,equal,pity.target,5
6266291,warmth-bias,envy.target,6
6266291,warmth-bias,pity.target,6
6264647,warmth-bias,pity.target,6
6264647,warmth-bias,envy.target,3
6260374,warmth-bias,envy.target,5
6260374,warmth-bias,pity.target,6
6254849,warmth-bias,envy.target,1
6254849,warmth-bias,pity.target,7
6246995,warmth-bias,pity.target,7
6246995,warmth-bias,envy.target,5
6241834,equal,envy.target,5
6241834,equal,pity.target,5
6231973,equal,pity.target,7
6231973,equal,envy.target,7
6224049,warmth-bias,envy.target,4
6224049,warmth-bias,pity.target,7
6217152,competence-bias,pity.target,4
6217152,competence-bias,envy.target,6
6202165,equal,pity.target,6
6202165,equal,envy.target,5
6196174,warmth-bias,envy.target,6
6196174,warmth-bias,pity.target,7
6192042,warmth-bias,pity.target,7
6192042,warmth-bias,envy.target,2
6190629,warmth-bias,pity.target,7
6190629,warmth-bias,envy.target,3
6184424,equal,envy.target,5
6184424,equal,pity.target,7
6170772,competence-bias,pity.target,6
6170772,competence-bias,envy.target,6
6163348,competence-bias,envy.target,7
6163348,competence-bias,pity.target,3
6161448,competence-bias,pity.target,7
6161448,competence-bias,envy.target,7
6140960,warmth-bias,pity.target,6
6140960,warmth-bias,envy.target,7
6140023,competence-bias,pity.target,6
6140023,competence-bias,envy.target,5
6130622,warmth-bias,envy.target,5
6130622,warmth-bias,pity.target,6
6127832,warmth-bias,pity.target,6
6127832,warmth-bias,envy.target,5
6124985,equal,envy.target,5
6124985,equal,pity.target,7
6119818,equal,pity.target,5
6119818,equal,envy.target,5
6105668,equal,envy.target,7
6105668,equal,pity.target,6
6105625,equal,envy.target,7
6105625,equal,pity.target,6
6094196,equal,pity.target,5
6094196,equal,envy.target,6
6092005,competence-bias,envy.target,5
6092005,competence-bias,pity.target,3
6077061,warmth-bias,envy.target,5
6077061,warmth-bias,pity.target,7
6074098,equal,pity.target,5
6074098,equal,envy.target,6
6054868,equal,pity.target,7
6054868,equal,envy.target,7
6053462,warmth-bias,envy.target,4
6053462,warmth-bias,pity.target,6
6049977,competence-bias,pity.target,6
6049977,competence-bias,envy.target,6
6045928,competence-bias,envy.target,6
6045928,competence-bias,pity.target,4
6041138,warmth-bias,pity.target,6
6041138,warmth-bias,envy.target,4
6006843,warmth-bias,pity.target,7
6006843,warmth-bias,envy.target,5
6000516,warmth-bias,pity.target,6
6000516,warmth-bias,envy.target,3
5980730,equal,pity.target,6
5980730,equal,envy.target,6
5978556,competence-bias,envy.target,7
5978556,competence-bias,pity.target,5
5976809,competence-bias,pity.target,6
5976809,competence-bias,envy.target,7
5973498,equal,pity.target,4
5973498,equal,envy.target,4
5968887,equal,pity.target,5
5968887,equal,envy.target,6
5968085,equal,pity.target,6
5968085,equal,envy.target,5
5962560,competence-bias,pity.target,5
5962560,competence-bias,envy.target,6
5959888,competence-bias,envy.target,6
5959888,competence-bias,pity.target,3
5952382,equal,pity.target,4
5952382,equal,envy.target,6
5934597,equal,envy.target,6
5934597,equal,pity.target,5
5920291,equal,pity.target,6
5920291,equal,envy.target,5
5918486,warmth-bias,pity.target,7
5918486,warmth-bias,envy.target,5
5915695,equal,pity.target,4
5915695,equal,envy.target,6
5906896,warmth-bias,pity.target,7
5906896,warmth-bias,envy.target,5
5900817,warmth-bias,envy.target,5
5900817,warmth-bias,pity.target,6
5894892,competence-bias,pity.target,5
5894892,competence-bias,envy.target,6
5886049,competence-bias,envy.target,5
5886049,competence-bias,pity.target,5
5883506,warmth-bias,pity.target,3
5883506,warmth-bias,envy.target,7
5877386,competence-bias,envy.target,7
5877386,competence-bias,pity.target,5
5859456,competence-bias,pity.target,3
5859456,competence-bias,envy.target,7
5847132,competence-bias,envy.target,7
5847132,competence-bias,pity.target,5
5846179,competence-bias,envy.target,7
5846179,competence-bias,pity.target,1
5842550,warmth-bias,pity.target,7
5842550,warmth-bias,envy.target,5
5842544,warmth-bias,pity.target,6
5842544,warmth-bias,envy.target,6
5833342,competence-bias,envy.target,7
5833342,competence-bias,pity.target,2
5832453,competence-bias,pity.target,2
5832453,competence-bias,envy.target,6
5827669,equal,pity.target,3
5827669,equal,envy.target,7
5807674,competence-bias,pity.target,5
5807674,competence-bias,envy.target,7
5802191,competence-bias,pity.target,5
5802191,competence-bias,envy.target,7
5793074,equal,pity.target,5
5793074,equal,envy.target,7
5787408,competence-bias,pity.target,5
5787408,competence-bias,envy.target,5
5779173,warmth-bias,envy.target,5
5779173,warmth-bias,pity.target,7
5775275,competence-bias,envy.target,7
5775275,competence-bias,pity.target,2
5770852,competence-bias,envy.target,4
5770852,competence-bias,pity.target,4
5770800,warmth-bias,envy.target,7
5770800,warmth-bias,pity.target,6
5763741,warmth-bias,pity.target,7
5763741,warmth-bias,envy.target,4
5761997,equal,pity.target,6
5761997,equal,envy.target,6
5761826,warmth-bias,envy.target,4
5761826,warmth-bias,pity.target,6
5761036,competence-bias,envy.target,7
5761036,competence-bias,pity.target,6
5753395,warmth-bias,envy.target,6
5753395,warmth-bias,pity.target,6
5745800,competence-bias,pity.target,3
5745800,competence-bias,envy.target,7
5737377,equal,envy.target,5
5737377,equal,pity.target,7
5733275,competence-bias,envy.target,6
5733275,competence-bias,pity.target,4
5725878,warmth-bias,pity.target,6
5725878,warmth-bias,envy.target,6
5724663,warmth-bias,envy.target,5
5724663,warmth-bias,pity.target,7
5724321,warmth-bias,pity.target,7
5724321,warmth-bias,envy.target,5
5723735,warmth-bias,envy.target,4
5723735,warmth-bias,pity.target,4
5718736,equal,pity.target,4
5718736,equal,envy.target,4
5717366,warmth-bias,envy.target,5
5717366,warmth-bias,pity.target,7
5702156,equal,pity.target,6
5702156,equal,envy.target,6
5699369,equal,envy.target,6
5699369,equal,pity.target,6
5694927,warmth-bias,envy.target,4
5694927,warmth-bias,pity.target,7
5673377,competence-bias,pity.target,5
5673377,competence-bias,envy.target,6
5671637,competence-bias,envy.target,6
5671637,competence-bias,pity.target,5
5653750,competence-bias,envy.target,5
5653750,competence-bias,pity.target,3
5653440,equal,envy.target,6
5653440,equal,pity.target,6
5644621,competence-bias,envy.target,6
5644621,competence-bias,pity.target,5
5638266,equal,pity.target,6
5638266,equal,envy.target,7
5633884,equal,pity.target,6
5633884,equal,envy.target,6
5633799,warmth-bias,pity.target,6
5633799,warmth-bias,envy.target,6
5617782,competence-bias,envy.target,6
5617782,competence-bias,pity.target,2
5617677,competence-bias,pity.target,5
5617677,competence-bias,envy.target,6
5602824,warmth-bias,envy.target,5
5602824,warmth-bias,pity.target,6
5594444,warmth-bias,envy.target,5
5594444,warmth-bias,pity.target,6
5565919,warmth-bias,envy.target,6
5565919,warmth-bias,pity.target,6
5555654,equal,pity.target,4
5555654,equal,envy.target,6
5538667,competence-bias,envy.target,6
5538667,competence-bias,pity.target,3
5519844,warmth-bias,pity.target,6
5519844,warmth-bias,envy.target,6
5518715,competence-bias,pity.target,5
5518715,competence-bias,envy.target,6
5515301,equal,envy.target,5
5515301,equal,pity.target,5
5507015,competence-bias,pity.target,5
5507015,competence-bias,envy.target,4
5506826,warmth-bias,pity.target,7
5506826,warmth-bias,envy.target,6
5493777,warmth-bias,pity.target,6
5493777,warmth-bias,envy.target,6
5493356,competence-bias,pity.target,7
5493356,competence-bias,envy.target,7
5490283,competence-bias,pity.target,6
5490283,competence-bias,envy.target,6
5480498,equal,pity.target,5
5480498,equal,envy.target,5
5455395,warmth-bias,envy.target,3
5455395,warmth-bias,pity.target,6
5454655,warmth-bias,pity.target,6
5454655,warmth-bias,envy.target,6
5440006,equal,envy.target,7
5440006,equal,pity.target,6
5436265,competence-bias,envy.target,7
5436265,competence-bias,pity.target,5
5431174,equal,envy.target,5
5431174,equal,pity.target,5
5427584,warmth-bias,pity.target,7
5427584,warmth-bias,envy.target,5
5396394,warmth-bias,envy.target,5
5396394,warmth-bias,pity.target,6
5394888,competence-bias,pity.target,3
5394888,competence-bias,envy.target,5
5390008,equal,pity.target,6
5390008,equal,envy.target,5
5381804,warmth-bias,pity.target,6
5381804,warmth-bias,envy.target,3
5377891,warmth-bias,pity.target,7
5377891,warmth-bias,envy.target,5
5377295,equal,pity.target,6
5377295,equal,envy.target,3
5347476,equal,envy.target,6
5347476,equal,pity.target,5
5340572,equal,pity.target,7
5340572,equal,envy.target,5
5337929,warmth-bias,pity.target,3
5337929,warmth-bias,envy.target,7
5324675,equal,envy.target,6
5324675,equal,pity.target,6
5322487,warmth-bias,pity.target,7
5322487,warmth-bias,envy.target,5
5313357,equal,envy.target,6
5313357,equal,pity.target,5
5313354,warmth-bias,envy.target,3
5313354,warmth-bias,pity.target,6
5310118,competence-bias,pity.target,1
5310118,competence-bias,envy.target,7
5303869,equal,envy.target,4
5303869,equal,pity.target,4
5302509,competence-bias,envy.target,6
5302509,competence-bias,pity.target,6
5294395,competence-bias,pity.target,6
5294395,competence-bias,envy.target,7
5272471,warmth-bias,envy.target,4
5272471,warmth-bias,pity.target,6
5271267,competence-bias,envy.target,4
5271267,competence-bias,pity.target,4
5256065,competence-bias,envy.target,7
5256065,competence-bias,pity.target,2
5255738,equal,envy.target,4
5255738,equal,pity.target,4
5252668,competence-bias,envy.target,6
5252668,competence-bias,pity.target,5
5248727,equal,pity.target,6
5248727,equal,envy.target,6
5248517,competence-bias,pity.target,6
5248517,competence-bias,envy.target,5
5238968,equal,envy.target,5
5238968,equal,pity.target,7
5235511,warmth-bias,pity.target,7
5235511,warmth-bias,envy.target,6
5225807,warmth-bias,envy.target,6
5225807,warmth-bias,pity.target,7
5223126,warmth-bias,pity.target,6
5223126,warmth-bias,envy.target,5
5216374,competence-bias,pity.target,5
5216374,competence-bias,envy.target,7
5213251,warmth-bias,pity.target,6
5213251,warmth-bias,envy.target,6
5208160,equal,envy.target,6
5208160,equal,pity.target,5
5204009,equal,envy.target,6
5204009,equal,pity.target,5
5202517,warmth-bias,pity.target,3
5202517,warmth-bias,envy.target,7
5194517,equal,pity.target,7
5194517,equal,envy.target,5
5188589,equal,pity.target,5
5188589,equal,envy.target,5
5187001,warmth-bias,pity.target,7
5187001,warmth-bias,envy.target,3
5185651,competence-bias,pity.target,4
5185651,competence-bias,envy.target,6
5183731,equal,envy.target,4
5183731,equal,pity.target,6
5182515,competence-bias,pity.target,6
5182515,competence-bias,envy.target,6
5176733,competence-bias,envy.target,6
5176733,competence-bias,pity.target,4
5164414,warmth-bias,envy.target,4
5164414,warmth-bias,pity.target,5
5162001,warmth-bias,pity.target,7
5162001,warmth-bias,envy.target,3
5160413,equal,envy.target,5
5160413,equal,pity.target,6
5159470,equal,pity.target,4
5159470,equal,envy.target,4
5149532,competence-bias,pity.target,5
5149532,competence-bias,envy.target,7
5149401,equal,envy.target,7
5149401,equal,pity.target,3
5136209,warmth-bias,envy.target,6
5136209,warmth-bias,pity.target,6
5121806,warmth-bias,pity.target,5
5121806,warmth-bias,envy.target,5
5120615,competence-bias,pity.target,4
5120615,competence-bias,envy.target,5
5119090,competence-bias,pity.target,6
5119090,competence-bias,envy.target,6
5110815,equal,envy.target,7
5110815,equal,pity.target,5
5109741,competence-bias,envy.target,5
5109741,competence-bias,pity.target,3
5107675,warmth-bias,envy.target,5
5107675,warmth-bias,pity.target,6
5106288,warmth-bias,pity.target,6
5106288,warmth-bias,envy.target,5
5101713,equal,envy.target,6
5101713,equal,pity.target,6
5091167,competence-bias,pity.target,3
5091167,competence-bias,envy.target,7
5082067,equal,pity.target,5
5082067,equal,envy.target,6
5076700,competence-bias,pity.target,5
5076700,competence-bias,envy.target,6
5050274,equal,envy.target,6
5050274,equal,pity.target,3
5037570,warmth-bias,pity.target,7
5037570,warmth-bias,envy.target,6
5028240,competence-bias,envy.target,6
5028240,competence-bias,pity.target,5
5028084,equal,pity.target,6
5028084,equal,envy.target,6
5019242,competence-bias,pity.target,5
5019242,competence-bias,envy.target,5
5019241,competence-bias,pity.target,3
5019241,competence-bias,envy.target,6
5017926,warmth-bias,pity.target,6
5017926,warmth-bias,envy.target,6
5010937,warmth-bias,pity.target,6
5010937,warmth-bias,envy.target,5
5002503,equal,pity.target,5
5002503,equal,envy.target,6
4998894,competence-bias,pity.target,4
4998894,competence-bias,envy.target,6
4982440,equal,pity.target,6
4982440,equal,envy.target,5
4951430,equal,envy.target,6
4951430,equal,pity.target,7
4947571,equal,pity.target,6
4947571,equal,envy.target,6
4937104,equal,envy.target,6
4937104,equal,pity.target,5
4932272,warmth-bias,pity.target,7
4932272,warmth-bias,envy.target,5
4931561,competence-bias,pity.target,5
4931561,competence-bias,envy.target,7
4880208,competence-bias,pity.target,3
4880208,competence-bias,envy.target,6
4877609,warmth-bias,envy.target,4
4877609,warmth-bias,pity.target,4
4874082,warmth-bias,pity.target,5
4874082,warmth-bias,envy.target,6
4852610,equal,pity.target,6
4852610,equal,envy.target,7
4843571,warmth-bias,pity.target,6
4843571,warmth-bias,envy.target,6
4831802,warmth-bias,envy.target,6
4831802,warmth-bias,pity.target,6
4825781,warmth-bias,envy.target,4
4825781,warmth-bias,pity.target,7
4813886,equal,pity.target,7
4813886,equal,envy.target,6
4813144,warmth-bias,envy.target,5
4813144,warmth-bias,pity.target,5
4811476,equal,envy.target,6
4811476,equal,pity.target,3
4801895,warmth-bias,pity.target,6
4801895,warmth-bias,envy.target,2
4801005,competence-bias,envy.target,4
4801005,competence-bias,pity.target,4
4795870,equal,pity.target,3
4795870,equal,envy.target,5
4773664,competence-bias,envy.target,7
4773664,competence-bias,pity.target,3
4758128,competence-bias,envy.target,5
4758128,competence-bias,pity.target,5
4757548,equal,pity.target,3
4757548,equal,envy.target,7
4753899,equal,pity.target,7
4753899,equal,envy.target,5
4751781,warmth-bias,pity.target,5
4751781,warmth-bias,envy.target,6
4739941,equal,envy.target,6
4739941,equal,pity.target,6
4719492,competence-bias,pity.target,5
4719492,competence-bias,envy.target,7
4718943,equal,pity.target,5
4718943,equal,envy.target,5
4716020,warmth-bias,pity.target,5
4716020,warmth-bias,envy.target,4
4706561,warmth-bias,envy.target,5
4706561,warmth-bias,pity.target,5
4693362,equal,pity.target,5
4693362,equal,envy.target,6
4689340,warmth-bias,envy.target,5
4689340,warmth-bias,pity.target,7
4688760,warmth-bias,envy.target,4
4688760,warmth-bias,pity.target,5
4646687,equal,envy.target,4
4646687,equal,pity.target,6
4641032,competence-bias,pity.target,6
4641032,competence-bias,envy.target,5
4639558,warmth-bias,envy.target,4
4639558,warmth-bias,pity.target,6
4636436,equal,envy.target,5
4636436,equal,pity.target,4
4635188,warmth-bias,pity.target,4
4635188,warmth-bias,envy.target,5
4635094,warmth-bias,pity.target,6
4635094,warmth-bias,envy.target,2
4629622,equal,pity.target,5
4629622,equal,envy.target,3
4627164,warmth-bias,envy.target,5
4627164,warmth-bias,pity.target,4
4623228,equal,envy.target,5
4623228,equal,pity.target,5
4601385,competence-bias,envy.target,7
4601385,competence-bias,pity.target,6
4600854,warmth-bias,envy.target,3
4600854,warmth-bias,pity.target,7
4596486,competence-bias,pity.target,5
4596486,competence-bias,envy.target,7
4591488,equal,pity.target,5
4591488,equal,envy.target,6
4591006,equal,pity.target,6
4591006,equal,envy.target,6
4588508,equal,pity.target,6
4588508,equal,envy.target,5
4579434,equal,pity.target,7
4579434,equal,envy.target,3
4567169,competence-bias,pity.target,5
4567169,competence-bias,envy.target,7
4538760,competence-bias,pity.target,4
4538760,competence-bias,envy.target,6
4537124,equal,pity.target,5
4537124,equal,envy.target,5
4524513,equal,pity.target,3
4524513,equal,envy.target,3
4522029,warmth-bias,envy.target,6
4522029,warmth-bias,pity.target,6
4517426,equal,pity.target,4
4517426,equal,envy.target,4
4508825,equal,envy.target,5
4508825,equal,pity.target,6
4507000,warmth-bias,pity.target,5
4507000,warmth-bias,envy.target,6
4499058,competence-bias,envy.target,7
4499058,competence-bias,pity.target,5
4497274,warmth-bias,envy.target,4
4497274,warmth-bias,pity.target,6
4493964,warmth-bias,pity.target,5
4493964,warmth-bias,envy.target,6
4487850,warmth-bias,envy.target,4
4487850,warmth-bias,pity.target,7
4475126,equal,envy.target,7
4475126,equal,pity.target,7
4472651,equal,pity.target,4
4472651,equal,envy.target,5
4464048,equal,pity.target,6
4464048,equal,envy.target,5
4455643,warmth-bias,pity.target,7
4455643,warmth-bias,envy.target,6
4450145,equal,pity.target,5
4450145,equal,envy.target,6
4449363,warmth-bias,pity.target,6
4449363,warmth-bias,envy.target,5
4444605,competence-bias,envy.target,6
4444605,competence-bias,pity.target,5
4442650,warmth-bias,pity.target,7
4442650,warmth-bias,envy.target,6
4440298,equal,envy.target,5
4440298,equal,pity.target,5
4421529,competence-bias,envy.target,5
4421529,competence-bias,pity.target,3
4417650,equal,pity.target,6
4417650,equal,envy.target,5
4415178,equal,pity.target,5
4415178,equal,envy.target,3
4384316,competence-bias,envy.target,7
4384316,competence-bias,pity.target,3
4347205,equal,pity.target,4
4347205,equal,envy.target,6
4347185,warmth-bias,envy.target,6
4347185,warmth-bias,pity.target,7
4335260,equal,envy.target,4
4335260,equal,pity.target,4
4313576,equal,envy.target,3
4313576,equal,pity.target,5
4306807,competence-bias,pity.target,4
4306807,competence-bias,envy.target,4
4299433,equal,pity.target,5
4299433,equal,envy.target,5
4287484,equal,pity.target,6
4287484,equal,envy.target,5
4281668,warmth-bias,envy.target,4
4281668,warmth-bias,pity.target,7
4281495,equal,pity.target,7
4281495,equal,envy.target,6
4274861,competence-bias,pity.target,5
4274861,competence-bias,envy.target,6
4272515,competence-bias,envy.target,7
4272515,competence-bias,pity.target,5
4269331,equal,envy.target,6
4269331,equal,pity.target,3
4266129,warmth-bias,envy.target,5
4266129,warmth-bias,pity.target,7
4265848,competence-bias,envy.target,6
4265848,competence-bias,pity.target,6
4262117,equal,envy.target,4
4262117,equal,pity.target,4
4254930,warmth-bias,envy.target,5
4254930,warmth-bias,pity.target,6
4250097,warmth-bias,pity.target,7
4250097,warmth-bias,envy.target,5
4231095,warmth-bias,envy.target,5
4231095,warmth-bias,pity.target,5
4228752,warmth-bias,envy.target,3
4228752,warmth-bias,pity.target,5
4218163,warmth-bias,pity.target,7
4218163,warmth-bias,envy.target,7
4211069,warmth-bias,pity.target,7
4211069,warmth-bias,envy.target,5
4208953,equal,envy.target,7
4208953,equal,pity.target,5
4208453,competence-bias,envy.target,6
4208453,competence-bias,pity.target,5
4202954,warmth-bias,envy.target,5
4202954,warmth-bias,pity.target,7
4201510,equal,pity.target,3
4201510,equal,envy.target,6
4201064,equal,pity.target,6
4201064,equal,envy.target,2
4191611,competence-bias,pity.target,4
4191611,competence-bias,envy.target,6
4185564,competence-bias,envy.target,6
4185564,competence-bias,pity.target,5
4170323,warmth-bias,pity.target,3
4170323,warmth-bias,envy.target,6
4167723,equal,envy.target,4
4167723,equal,pity.target,7
4166237,warmth-bias,pity.target,5
4166237,warmth-bias,envy.target,5
4159423,equal,pity.target,4
4159423,equal,envy.target,4
4157277,equal,envy.target,6
4157277,equal,pity.target,5
4157180,warmth-bias,envy.target,5
4157180,warmth-bias,pity.target,7
4146275,warmth-bias,envy.target,6
4146275,warmth-bias,pity.target,7
4140640,equal,envy.target,4
4140640,equal,pity.target,6
4127239,competence-bias,envy.target,6
4127239,competence-bias,pity.target,4
4089637,warmth-bias,envy.target,4
4089637,warmth-bias,pity.target,7
4086784,competence-bias,pity.target,4
4086784,competence-bias,envy.target,4
4086540,equal,envy.target,6
4086540,equal,pity.target,6
4076196,warmth-bias,pity.target,6
4076196,warmth-bias,envy.target,5
4059664,competence-bias,envy.target,7
4059664,competence-bias,pity.target,5
4055851,equal,pity.target,6
4055851,equal,envy.target,6
4032750,equal,pity.target,4
4032750,equal,envy.target,4
4030508,warmth-bias,envy.target,2
4030508,warmth-bias,pity.target,6
4028020,equal,pity.target,5
4028020,equal,envy.target,6
4027975,competence-bias,pity.target,3
4027975,competence-bias,envy.target,6
4018726,competence-bias,envy.target,5
4018726,competence-bias,pity.target,3
4002709,warmth-bias,pity.target,7
4002709,warmth-bias,envy.target,5
3984234,competence-bias,pity.target,6
3984234,competence-bias,envy.target,3
3980583,competence-bias,pity.target,5
3980583,competence-bias,envy.target,7
3974135,equal,envy.target,5
3974135,equal,pity.target,6
3970946,competence-bias,pity.target,5
3970946,competence-bias,envy.target,7
3962823,equal,pity.target,5
3962823,equal,envy.target,5
3933964,warmth-bias,pity.target,5
3933964,warmth-bias,envy.target,6
3933042,equal,pity.target,6
3933042,equal,envy.target,5
3913145,warmth-bias,pity.target,7
3913145,warmth-bias,envy.target,6
3910190,equal,envy.target,6
3910190,equal,pity.target,6
3902792,equal,pity.target,4
3902792,equal,envy.target,4
3893359,competence-bias,envy.target,6
3893359,competence-bias,pity.target,5
3892303,equal,envy.target,4
3892303,equal,pity.target,6
3882206,equal,pity.target,4
3882206,equal,envy.target,4
3874525,equal,envy.target,2
3874525,equal,pity.target,7
3867379,warmth-bias,pity.target,4
3867379,warmth-bias,envy.target,4
3861344,competence-bias,envy.target,7
3861344,competence-bias,pity.target,2
3861327,equal,envy.target,6
3861327,equal,pity.target,5
3860327,competence-bias,envy.target,7
3860327,competence-bias,pity.target,5
3859718,equal,pity.target,4
3859718,equal,envy.target,6
3858692,competence-bias,envy.target,7
3858692,competence-bias,pity.target,5
3850401,competence-bias,envy.target,4
3850401,competence-bias,pity.target,4
3838775,warmth-bias,pity.target,5
3838775,warmth-bias,envy.target,4
3826835,competence-bias,pity.target,5
3826835,competence-bias,envy.target,7
3826747,competence-bias,pity.target,5
3826747,competence-bias,envy.target,6
3820795,warmth-bias,envy.target,5
3820795,warmth-bias,pity.target,7
3799819,equal,envy.target,7
3799819,equal,pity.target,6
3788116,equal,pity.target,7
3788116,equal,envy.target,6
3781980,warmth-bias,envy.target,5
3781980,warmth-bias,pity.target,6
3779473,warmth-bias,envy.target,6
3779473,warmth-bias,pity.target,7
3774201,equal,pity.target,5
3774201,equal,envy.target,4
3755478,equal,pity.target,6
3755478,equal,envy.target,5
3754559,competence-bias,envy.target,5
3754559,competence-bias,pity.target,4
3750074,equal,envy.target,5
3750074,equal,pity.target,6
