"subject","condition","target","rating"
"3365654","equal","envy.target",5
"3368985","competence-bias","envy.target",5
"3368985","competence-bias","pity.target",5
"3383396","warmth-bias","envy.target",5
"3383396","warmth-bias","pity.target",5
"3393134","equal","pity.target",5
"3393134","equal","envy.target",4
"3393152","warmth-bias","envy.target",6
"3393152","warmth-bias","pity.target",6
"3394080","competence-bias","envy.target",6
"3394080","competence-bias","pity.target",7
"3416771","competence-bias","pity.target",7
"3416771","competence-bias","envy.target",6
"3437032","competence-bias","envy.target",7
"3437032","competence-bias","pity.target",7
"3439117","equal","pity.target",3
"3439117","equal","envy.target",5
"3444599","equal","envy.target",7
"3444599","equal","pity.target",7
"3460959","equal","envy.target",7
"3460959","equal","pity.target",3
"3469213","equal","envy.target",6
"3469213","equal","pity.target",6
"3524118","warmth-bias","envy.target",5
"3524118","warmth-bias","pity.target",4
"3524478","competence-bias","envy.target",7
"3524478","competence-bias","pity.target",2
"3552753","warmth-bias","envy.target",7
"3552753","warmth-bias","pity.target",7
"3580236","warmth-bias","pity.target",3
"3580236","warmth-bias","envy.target",6
"3603196","competence-bias","pity.target",4
"3603196","competence-bias","envy.target",7
"3618386","competence-bias","envy.target",7
"3618386","competence-bias","pity.target",2
"3641992","warmth-bias","envy.target",7
"3641992","warmth-bias","pity.target",5
"3650972","equal","envy.target",3
"3650972","equal","pity.target",5
"3668422","equal","pity.target",7
"3668422","equal","envy.target",6
"3677860","equal","pity.target",3
"3677860","equal","envy.target",6
"3678158","competence-bias","pity.target",6
"3678158","competence-bias","envy.target",5
"3678466","equal","envy.target",5
"3678466","equal","pity.target",5
"3682713","competence-bias","pity.target",7
"3682713","competence-bias","envy.target",7
"3700734","warmth-bias","envy.target",5
"3700734","warmth-bias","pity.target",3
"3704151","warmth-bias","envy.target",7
"3704151","warmth-bias","pity.target",6
"3708129","warmth-bias","pity.target",7
"3708129","warmth-bias","envy.target",6
"3713226","equal","pity.target",6
"3713226","equal","envy.target",4
"3720274","equal","envy.target",6
"3720274","equal","pity.target",4
"3726459","equal","pity.target",3
"3726459","equal","envy.target",5
"3742878","equal","pity.target",6
"3742878","equal","envy.target",3
"3743747","competence-bias","pity.target",6
"3743747","competence-bias","envy.target",7
"3782950","warmth-bias","envy.target",5
"3782950","warmth-bias","pity.target",7
"3785294","competence-bias","envy.target",5
"3785294","competence-bias","pity.target",4
"3800598","warmth-bias","envy.target",7
"3800598","warmth-bias","pity.target",5
"3812612","competence-bias","pity.target",5
"3812612","competence-bias","envy.target",6
"3818843","competence-bias","pity.target",5
"3818843","competence-bias","envy.target",5
"3846329","competence-bias","envy.target",6
"3846329","competence-bias","pity.target",3
"3848805","competence-bias","envy.target",5
"3848805","competence-bias","pity.target",3
"3872601","warmth-bias","pity.target",5
"3872601","warmth-bias","envy.target",6
"3873650","equal","pity.target",6
"3873650","equal","envy.target",6
"3887285","equal","envy.target",7
"3887285","equal","pity.target",5
"3889912","equal","envy.target",7
"3889912","equal","pity.target",4
"3904594","competence-bias","pity.target",4
"3904594","competence-bias","envy.target",5
"3920846","competence-bias","pity.target",5
"3920846","competence-bias","envy.target",6
"3925471","competence-bias","pity.target",7
"3925471","competence-bias","envy.target",7
"3937413","warmth-bias","pity.target",5
"3937413","warmth-bias","envy.target",6
"3941037","competence-bias","envy.target",6
"3941037","competence-bias","pity.target",6
"3945922","warmth-bias","envy.target",6
"3945922","warmth-bias","pity.target",4
"3962734","competence-bias","envy.target",7
"3962734","competence-bias","pity.target",5
"3967185","competence-bias","pity.target",3
"3967185","competence-bias","envy.target",4
"3989006","equal","envy.target",6
"3989006","equal","pity.target",7
"3999298","warmth-bias","envy.target",7
"3999298","warmth-bias","pity.target",7
"3999382","equal","envy.target",6
"3999382","equal","pity.target",4
"4021924","warmth-bias","envy.target",5
"4021924","warmth-bias","pity.target",6
"4022936","equal","pity.target",6
"4022936","equal","envy.target",5
"4030383","warmth-bias","pity.target",6
"4030383","warmth-bias","envy.target",3
"4035368","competence-bias","pity.target",5
"4035368","competence-bias","envy.target",4
"4035681","competence-bias","pity.target",6
"4035681","competence-bias","envy.target",6
"4040494","equal","envy.target",6
"4040494","equal","pity.target",6
"4045600","equal","pity.target",5
"4045600","equal","envy.target",5
"4050446","warmth-bias","envy.target",5
"4050446","warmth-bias","pity.target",5
"4051524","competence-bias","pity.target",3
"4051524","competence-bias","envy.target",5
"4052907","competence-bias","envy.target",6
"4052907","competence-bias","pity.target",6
"4059680","competence-bias","pity.target",5
"4059680","competence-bias","envy.target",6
"4066193","competence-bias","pity.target",5
"4066193","competence-bias","envy.target",6
"4078915","competence-bias","pity.target",6
"4078915","competence-bias","envy.target",4
"4082712","equal","pity.target",6
"4082712","equal","envy.target",6
"4085447","warmth-bias","envy.target",4
"4085447","warmth-bias","pity.target",7
"4100291","equal","pity.target",6
"4100291","equal","envy.target",6
"4102169","warmth-bias","envy.target",5
"4102169","warmth-bias","pity.target",6
"4105709","warmth-bias","pity.target",6
"4105709","warmth-bias","envy.target",3
"4108003","equal","envy.target",7
"4108003","equal","pity.target",2
"4114794","equal","envy.target",5
"4114794","equal","pity.target",4
"4118238","equal","envy.target",7
"4118238","equal","pity.target",7
"4125026","competence-bias","envy.target",6
"4125026","competence-bias","pity.target",6
"4148991","competence-bias","pity.target",5
"4148991","competence-bias","envy.target",5
"4162665","competence-bias","pity.target",4
"4162665","competence-bias","envy.target",4
"4163790","competence-bias","envy.target",7
"4163790","competence-bias","pity.target",7
"4206802","competence-bias","envy.target",7
"4206802","competence-bias","pity.target",7
"4215309","equal","envy.target",7
"4215309","equal","pity.target",7
"4222914","equal","envy.target",6
"4222914","equal","pity.target",4
"4223359","competence-bias","pity.target",2
"4223359","competence-bias","envy.target",7
"4226514","warmth-bias","pity.target",5
"4226514","warmth-bias","envy.target",6
"4230944","equal","envy.target",7
"4230944","equal","pity.target",7
"4253840","equal","envy.target",4
"4253840","equal","pity.target",5
"4254786","competence-bias","envy.target",7
"4254786","competence-bias","pity.target",2
"4275963","competence-bias","envy.target",6
"4275963","competence-bias","pity.target",5
"4288607","warmth-bias","envy.target",7
"4288607","warmth-bias","pity.target",7
"4295530","warmth-bias","envy.target",7
"4295530","warmth-bias","pity.target",6
"4300240","competence-bias","pity.target",5
"4300240","competence-bias","envy.target",3
"4300518","equal","pity.target",5
"4300518","equal","envy.target",6
"4315520","equal","pity.target",6
"4315520","equal","envy.target",5
"4324994","equal","pity.target",5
"4324994","equal","envy.target",5
"4329309","competence-bias","envy.target",6
"4329309","competence-bias","pity.target",5
"4329718","competence-bias","envy.target",7
"4329718","competence-bias","pity.target",1
"4330056","equal","envy.target",6
"4330056","equal","pity.target",5
"4330553","equal","pity.target",6
"4330553","equal","envy.target",6
"4330870","competence-bias","envy.target",5
"4330870","competence-bias","pity.target",3
"4338078","competence-bias","envy.target",7
"4338078","competence-bias","pity.target",5
"4344263","warmth-bias","pity.target",7
"4344263","warmth-bias","envy.target",7
"4361603","competence-bias","envy.target",6
"4361603","competence-bias","pity.target",4
"4376055","equal","pity.target",6
"4376055","equal","envy.target",5
"4378443","warmth-bias","envy.target",5
"4378443","warmth-bias","pity.target",5
"4382015","competence-bias","pity.target",5
"4382015","competence-bias","envy.target",6
"4394653","competence-bias","envy.target",6
"4394653","competence-bias","pity.target",4
"4396800","warmth-bias","pity.target",3
"4396800","warmth-bias","envy.target",6
"4397757","warmth-bias","envy.target",7
"4397757","warmth-bias","pity.target",3
"4445573","warmth-bias","pity.target",6
"4445573","warmth-bias","envy.target",5
"4452554","warmth-bias","pity.target",5
"4452554","warmth-bias","envy.target",6
"4452618","competence-bias","pity.target",6
"4452618","competence-bias","envy.target",5
"4459038","equal","pity.target",7
"4459038","equal","envy.target",7
"4460625","competence-bias","envy.target",7
"4460625","competence-bias","pity.target",3
"4461663","warmth-bias","envy.target",6
"4461663","warmth-bias","pity.target",6
"4469143","competence-bias","envy.target",4
"4469143","competence-bias","pity.target",4
"4469479","equal","pity.target",6
"4469479","equal","envy.target",6
"4474968","warmth-bias","pity.target",4
"4474968","warmth-bias","envy.target",5
"4482953","equal","pity.target",3
"4482953","equal","envy.target",5
"4486003","competence-bias","envy.target",6
"4486003","competence-bias","pity.target",5
"4517133","equal","pity.target",3
"4517133","equal","envy.target",6
"4519181","equal","pity.target",6
"4519181","equal","envy.target",5
"4525713","warmth-bias","envy.target",6
"4525713","warmth-bias","pity.target",6
"4547984","warmth-bias","envy.target",2
"4547984","warmth-bias","pity.target",3
"4549740","equal","pity.target",5
"4549740","equal","envy.target",7
"4561701","equal","envy.target",6
"4561701","equal","pity.target",5
"4581315","competence-bias","envy.target",7
"4581315","competence-bias","pity.target",5
"4593020","equal","envy.target",5
"4593020","equal","pity.target",6
"4608862","competence-bias","pity.target",7
"4608862","competence-bias","envy.target",4
"4614736","equal","pity.target",4
"4614736","equal","envy.target",5
"4615024","warmth-bias","pity.target",4
"4615024","warmth-bias","envy.target",4
"4617113","warmth-bias","envy.target",6
"4617113","warmth-bias","pity.target",3
"4619440","equal","pity.target",4
"4619440","equal","envy.target",7
"4631097","competence-bias","pity.target",3
"4631097","competence-bias","envy.target",6
"4638513","equal","pity.target",3
"4638513","equal","envy.target",6
"4650620","equal","pity.target",4
"4650620","equal","envy.target",7
"4652233","equal","pity.target",5
"4652233","equal","envy.target",6
"4655779","competence-bias","envy.target",4
"4655779","competence-bias","pity.target",6
"4656369","equal","pity.target",6
"4656369","equal","envy.target",6
"4689708","equal","pity.target",4
"4689708","equal","envy.target",7
"4691958","warmth-bias","pity.target",6
"4691958","warmth-bias","envy.target",6
"4703188","equal","pity.target",5
"4703188","equal","envy.target",3
"4704323","warmth-bias","pity.target",5
"4704323","warmth-bias","envy.target",7
"4716590","competence-bias","pity.target",2
"4716590","competence-bias","envy.target",6
"4727467","warmth-bias","envy.target",5
"4727467","warmth-bias","pity.target",7
"4729108","warmth-bias","pity.target",5
"4729108","warmth-bias","envy.target",5
"4733632","equal","pity.target",6
"4733632","equal","envy.target",4
"4736069","competence-bias","envy.target",6
"4736069","competence-bias","pity.target",7
"4742373","equal","envy.target",5
"4742373","equal","pity.target",6
"4771384","competence-bias","pity.target",6
"4771384","competence-bias","envy.target",6
"4775458","equal","envy.target",6
"4775458","equal","pity.target",5
"4796655","competence-bias","pity.target",5
"4796655","competence-bias","envy.target",6
"4801861","warmth-bias","pity.target",5
"4801861","warmth-bias","envy.target",5
"4834754","equal","envy.target",6
"4834754","equal","pity.target",6
"4846086","equal","pity.target",4
"4846086","equal","envy.target",6
"4848620","equal","envy.target",4
"4848620","equal","pity.target",5
"4851474","equal","pity.target",6
"4851474","equal","envy.target",7
"4862676","warmth-bias","pity.target",4
"4862676","warmth-bias","envy.target",7
"4873470","competence-bias","envy.target",6
"4873470","competence-bias","pity.target",6
"4883508","equal","envy.target",5
"4883508","equal","pity.target",5
"4892137","warmth-bias","pity.target",5
"4892137","warmth-bias","envy.target",4
"4901192","competence-bias","pity.target",5
"4901192","competence-bias","envy.target",5
"4911506","warmth-bias","envy.target",5
"4911506","warmth-bias","pity.target",6
"4917080","equal","envy.target",6
"4917080","equal","pity.target",2
"4921314","competence-bias","envy.target",6
"4921314","competence-bias","pity.target",5
"4927683","equal","pity.target",5
"4927683","equal","envy.target",6
"4937828","warmth-bias","pity.target",5
"4937828","warmth-bias","envy.target",6
"4941297","equal","envy.target",5
"4941297","equal","pity.target",7
"4962995","equal","pity.target",6
"4962995","equal","envy.target",6
"4963956","competence-bias","pity.target",6
"4963956","competence-bias","envy.target",5
"4974074","competence-bias","pity.target",6
"4974074","competence-bias","envy.target",7
"4990116","equal","pity.target",6
"4990116","equal","envy.target",7
"4996568","competence-bias","envy.target",6
"4996568","competence-bias","pity.target",5
"5008799","equal","pity.target",6
"5008799","equal","envy.target",2
"5015476","warmth-bias","pity.target",7
"5015476","warmth-bias","envy.target",6
"5025687","competence-bias","envy.target",5
"5025687","competence-bias","pity.target",6
"5032718","warmth-bias","pity.target",5
"5032718","warmth-bias","envy.target",5
"5041160","warmth-bias","envy.target",6
"5041160","warmth-bias","pity.target",5
"5044904","competence-bias","pity.target",6
"5044904","competence-bias","envy.target",5
"5056265","competence-bias","pity.target",7
"5056265","competence-bias","envy.target",6
"5058691","equal","envy.target",6
"5058691","equal","pity.target",6
"5067739","warmth-bias","envy.target",3
"5067739","warmth-bias","pity.target",3
"5075593","warmth-bias","envy.target",1
"5075593","warmth-bias","pity.target",7
"5103576","equal","envy.target",6
"5103576","equal","pity.target",3
"5107300","warmth-bias","envy.target",5
"5107300","warmth-bias","pity.target",6
"5112662","competence-bias","pity.target",5
"5112662","competence-bias","envy.target",7
"5121974","equal","envy.target",4
"5121974","equal","pity.target",6
"5124628","warmth-bias","envy.target",5
"5124628","warmth-bias","pity.target",5
"5131042","competence-bias","envy.target",7
"5131042","competence-bias","pity.target",7
"5148654","equal","pity.target",7
"5148654","equal","envy.target",7
"5151236","competence-bias","pity.target",6
"5151236","competence-bias","envy.target",5
"5153499","competence-bias","pity.target",7
"5153499","competence-bias","envy.target",7
"5172415","competence-bias","pity.target",1
"5172415","competence-bias","envy.target",7
"5179684","competence-bias","pity.target",6
"5179684","competence-bias","envy.target",7
"5181185","warmth-bias","pity.target",3
"5181185","warmth-bias","envy.target",6
"5184791","warmth-bias","pity.target",6
"5184791","warmth-bias","envy.target",7
"5187167","competence-bias","pity.target",7
"5187167","competence-bias","envy.target",7
"5188217","competence-bias","envy.target",5
"5188217","competence-bias","pity.target",4
"5188971","competence-bias","envy.target",6
"5188971","competence-bias","pity.target",2
"5190159","equal","envy.target",7
"5190159","equal","pity.target",3
"5197671","competence-bias","envy.target",6
"5197671","competence-bias","pity.target",5
"5201399","competence-bias","pity.target",5
"5201399","competence-bias","envy.target",5
"5203339","warmth-bias","envy.target",6
"5203339","warmth-bias","pity.target",7
"5217924","competence-bias","pity.target",5
"5217924","competence-bias","envy.target",5
"5225560","warmth-bias","envy.target",5
"5225560","warmth-bias","pity.target",4
"5231424","competence-bias","pity.target",5
"5231424","competence-bias","envy.target",6
"5232871","warmth-bias","pity.target",6
"5232871","warmth-bias","envy.target",3
"5241155","competence-bias","pity.target",6
"5241155","competence-bias","envy.target",5
"5249046","competence-bias","envy.target",5
"5249046","competence-bias","pity.target",5
"5251947","competence-bias","envy.target",6
"5251947","competence-bias","pity.target",4
"5264916","warmth-bias","pity.target",5
"5264916","warmth-bias","envy.target",2
"5265156","competence-bias","envy.target",7
"5265156","competence-bias","pity.target",7
"5265749","competence-bias","pity.target",7
"5265749","competence-bias","envy.target",5
"5282357","warmth-bias","envy.target",5
"5282357","warmth-bias","pity.target",3
"5286634","equal","pity.target",5
"5286634","equal","envy.target",2
"5290581","competence-bias","envy.target",6
"5290581","competence-bias","pity.target",2
"5301342","equal","envy.target",5
"5301342","equal","pity.target",6
"5306629","equal","envy.target",6
"5306629","equal","pity.target",3
"5337207","equal","envy.target",3
"5337207","equal","pity.target",7
"5341685","equal","pity.target",7
"5341685","equal","envy.target",6
"5344007","equal","pity.target",6
"5344007","equal","envy.target",6
"5345642","warmth-bias","envy.target",5
"5345642","warmth-bias","pity.target",3
"5354304","competence-bias","envy.target",6
"5354304","competence-bias","pity.target",5
"5354534","competence-bias","envy.target",7
"5354534","competence-bias","pity.target",6
"5374085","warmth-bias","pity.target",5
"5374085","warmth-bias","envy.target",5
"5375311","competence-bias","envy.target",4
"5375311","competence-bias","pity.target",4
"5376868","equal","pity.target",6
"5376868","equal","envy.target",5
"5380378","competence-bias","pity.target",6
"5380378","competence-bias","envy.target",4
"5394433","warmth-bias","envy.target",6
"5394433","warmth-bias","pity.target",5
"5397685","equal","envy.target",5
"5397685","equal","pity.target",7
"5414862","equal","pity.target",7
"5414862","equal","envy.target",6
"5421810","equal","pity.target",6
"5421810","equal","envy.target",5
"5422312","warmth-bias","envy.target",4
"5422312","warmth-bias","pity.target",4
"5424248","warmth-bias","envy.target",6
"5424248","warmth-bias","pity.target",6
"5434685","warmth-bias","envy.target",5
"5434685","warmth-bias","pity.target",5
"5437796","warmth-bias","envy.target",6
"5437796","warmth-bias","pity.target",5
"5444736","warmth-bias","pity.target",5
"5444736","warmth-bias","envy.target",7
"5452833","warmth-bias","envy.target",6
"5452833","warmth-bias","pity.target",3
"5460336","equal","pity.target",6
"5460336","equal","envy.target",7
"5461538","competence-bias","pity.target",5
"5461538","competence-bias","envy.target",7
"5470940","competence-bias","envy.target",5
"5470940","competence-bias","pity.target",3
"5474294","competence-bias","envy.target",6
"5474294","competence-bias","pity.target",3
"5491491","warmth-bias","envy.target",4
"5491932","warmth-bias","pity.target",4
"5491932","warmth-bias","envy.target",3
"5506544","warmth-bias","pity.target",4
"5506544","warmth-bias","envy.target",6
"5510524","competence-bias","pity.target",7
"5510524","competence-bias","envy.target",7
"5513287","equal","envy.target",5
"5513287","equal","pity.target",7
"5518325","equal","envy.target",7
"5518325","equal","pity.target",5
"5519369","competence-bias","envy.target",7
"5519369","competence-bias","pity.target",7
"5521904","warmth-bias","envy.target",5
"5521904","warmth-bias","pity.target",3
"5538221","warmth-bias","pity.target",6
"5538221","warmth-bias","envy.target",6
"5542672","competence-bias","pity.target",7
"5542672","competence-bias","envy.target",7
"5551461","equal","envy.target",2
"5551461","equal","pity.target",6
"5591064","warmth-bias","pity.target",3
"5591064","warmth-bias","envy.target",7
"5601444","warmth-bias","envy.target",6
"5601444","warmth-bias","pity.target",6
"5625398","warmth-bias","pity.target",7
"5625398","warmth-bias","envy.target",7
"5625818","warmth-bias","envy.target",6
"5625818","warmth-bias","pity.target",3
"5629580","equal","pity.target",4
"5629580","equal","envy.target",5
"5638285","warmth-bias","pity.target",6
"5638285","warmth-bias","envy.target",4
"5638644","warmth-bias","envy.target",5
"5638644","warmth-bias","pity.target",6
"5657320","equal","envy.target",6
"5657320","equal","pity.target",5
"5662207","competence-bias","pity.target",5
"5662207","competence-bias","envy.target",6
"5675386","equal","pity.target",7
"5675386","equal","envy.target",5
"5686128","equal","envy.target",4
"5686128","equal","pity.target",5
"5700050","equal","pity.target",5
"5700050","equal","envy.target",7
"5704587","equal","envy.target",5
"5704587","equal","pity.target",5
"5705997","warmth-bias","envy.target",6
"5705997","warmth-bias","pity.target",5
"5710226","equal","envy.target",5
"5710226","equal","pity.target",7
"5716028","competence-bias","envy.target",6
"5716028","competence-bias","pity.target",5
"5718170","warmth-bias","pity.target",5
"5718170","warmth-bias","envy.target",3
"5726354","competence-bias","pity.target",6
"5726354","competence-bias","envy.target",3
"5727053","competence-bias","pity.target",4
"5727053","competence-bias","envy.target",2
"5736383","warmth-bias","envy.target",6
"5736383","warmth-bias","pity.target",4
"5753782","competence-bias","envy.target",7
"5753782","competence-bias","pity.target",3
"5771699","competence-bias","pity.target",5
"5771699","competence-bias","envy.target",7
"5783537","warmth-bias","envy.target",5
"5783537","warmth-bias","pity.target",4
"5784878","equal","pity.target",6
"5784878","equal","envy.target",7
"5786733","warmth-bias","envy.target",5
"5786733","warmth-bias","pity.target",7
"5792794","equal","envy.target",6
"5792794","equal","pity.target",5
"5814684","warmth-bias","pity.target",6
"5814684","warmth-bias","envy.target",7
"5815751","competence-bias","envy.target",5
"5815751","competence-bias","pity.target",5
"5824120","equal","pity.target",5
"5824120","equal","envy.target",6
"5832651","warmth-bias","pity.target",5
"5832651","warmth-bias","envy.target",6
"5865917","warmth-bias","pity.target",5
"5865917","warmth-bias","envy.target",6
"5868952","warmth-bias","pity.target",6
"5868952","warmth-bias","envy.target",5
"5881767","warmth-bias","envy.target",7
"5881767","warmth-bias","pity.target",5
"5897165","equal","pity.target",7
"5897165","equal","envy.target",6
"5902139","warmth-bias","pity.target",5
"5902139","warmth-bias","envy.target",6
"5902535","equal","envy.target",7
"5902535","equal","pity.target",5
"5917305","warmth-bias","pity.target",7
"5917305","warmth-bias","envy.target",7
"5918419","equal","envy.target",7
"5918419","equal","pity.target",7
"5924621","equal","pity.target",5
"5924621","equal","envy.target",7
"5928235","warmth-bias","envy.target",7
"5928235","warmth-bias","pity.target",4
"5930941","equal","pity.target",7
"5930941","equal","envy.target",6
"5938634","competence-bias","envy.target",6
"5938634","competence-bias","pity.target",3
"5949234","warmth-bias","pity.target",5
"5949234","warmth-bias","envy.target",6
"5957042","competence-bias","pity.target",5
"5957042","competence-bias","envy.target",6
"5968135","warmth-bias","pity.target",3
"5968135","warmth-bias","envy.target",5
"5981596","warmth-bias","pity.target",6
"5981596","warmth-bias","envy.target",4
"5990618","warmth-bias","envy.target",5
"5990618","warmth-bias","pity.target",6
"6001032","warmth-bias","envy.target",5
"6001032","warmth-bias","pity.target",5
"6009194","competence-bias","envy.target",6
"6009194","competence-bias","pity.target",3
"6011075","warmth-bias","envy.target",7
"6011075","warmth-bias","pity.target",7
"6011997","equal","pity.target",6
"6011997","equal","envy.target",4
"6012838","equal","envy.target",5
"6012838","equal","pity.target",6
"6022890","warmth-bias","pity.target",4
"6022890","warmth-bias","envy.target",5
"6037476","warmth-bias","envy.target",6
"6037476","warmth-bias","pity.target",4
"6054910","equal","pity.target",6
"6054910","equal","envy.target",5
"6058859","warmth-bias","envy.target",6
"6058859","warmth-bias","pity.target",7
"6065198","competence-bias","envy.target",5
"6065198","competence-bias","pity.target",6
"6074259","warmth-bias","pity.target",4
"6074259","warmth-bias","envy.target",7
"6078964","equal","envy.target",6
"6078964","equal","pity.target",5
"6088240","competence-bias","pity.target",6
"6088240","competence-bias","envy.target",5
"6088859","competence-bias","envy.target",5
"6088859","competence-bias","pity.target",3
"6102835","warmth-bias","pity.target",5
"6102835","warmth-bias","envy.target",6
"6106549","warmth-bias","envy.target",7
"6106549","warmth-bias","pity.target",5
"6120953","warmth-bias","pity.target",4
"6120953","warmth-bias","envy.target",5
"6134705","equal","envy.target",6
"6134705","equal","pity.target",6
"6155903","equal","envy.target",5
"6155903","equal","pity.target",6
"6161641","warmth-bias","pity.target",5
"6161641","warmth-bias","envy.target",5
"6167184","competence-bias","envy.target",5
"6167184","competence-bias","pity.target",6
"6172443","warmth-bias","envy.target",5
"6172443","warmth-bias","pity.target",6
"6174640","warmth-bias","pity.target",6
"6174640","warmth-bias","envy.target",3
"6175722","competence-bias","envy.target",5
"6175722","competence-bias","pity.target",5
"6195109","warmth-bias","envy.target",1
"6195109","warmth-bias","pity.target",1
"6201307","warmth-bias","envy.target",5
"6201307","warmth-bias","pity.target",3
"6203053","equal","envy.target",4
"6203053","equal","pity.target",4
"6210055","warmth-bias","envy.target",6
"6210055","warmth-bias","pity.target",5
"6210711","competence-bias","envy.target",5
"6210711","competence-bias","pity.target",4
"6222484","competence-bias","pity.target",5
"6222484","competence-bias","envy.target",7
"6223925","competence-bias","pity.target",6
"6223925","competence-bias","envy.target",5
"6235822","warmth-bias","envy.target",7
"6235822","warmth-bias","pity.target",6
"6240729","equal","pity.target",5
"6240729","equal","envy.target",6
"6269112","competence-bias","pity.target",5
"6269112","competence-bias","envy.target",7
"6271464","competence-bias","pity.target",6
"6271464","competence-bias","envy.target",5
"6282457","equal","pity.target",5
"6282457","equal","envy.target",7
"6283752","competence-bias","pity.target",4
"6283752","competence-bias","envy.target",7
"6285665","equal","envy.target",7
"6285665","equal","pity.target",7
"6285813","equal","pity.target",7
"6285813","equal","envy.target",6
"6286128","equal","pity.target",6
"6286128","equal","envy.target",5
"6286616","competence-bias","pity.target",5
"6286616","competence-bias","envy.target",7
"6286635","warmth-bias","envy.target",5
"6286635","warmth-bias","pity.target",6
"6303387","equal","envy.target",3
"6303387","equal","pity.target",6
"6331907","warmth-bias","envy.target",6
"6331907","warmth-bias","pity.target",4
"6341075","warmth-bias","envy.target",6
"6341075","warmth-bias","pity.target",5
"6354353","competence-bias","pity.target",5
"6354353","competence-bias","envy.target",6
"6363660","competence-bias","envy.target",7
"6363660","competence-bias","pity.target",4
"6366488","equal","envy.target",5
"6366488","equal","pity.target",6
"6376729","warmth-bias","pity.target",6
"6376729","warmth-bias","envy.target",7
"6384446","competence-bias","pity.target",5
"6384446","competence-bias","envy.target",7
"6387595","warmth-bias","envy.target",7
"6387595","warmth-bias","pity.target",3
"6398456","competence-bias","envy.target",7
"6398456","competence-bias","pity.target",3
"6399157","competence-bias","pity.target",6
"6399157","competence-bias","envy.target",4
"6417021","equal","pity.target",7
"6417021","equal","envy.target",5
"6419106","warmth-bias","envy.target",6
"6419106","warmth-bias","pity.target",4
"6423439","warmth-bias","envy.target",6
"6423439","warmth-bias","pity.target",4
"6431924","equal","pity.target",4
"6431924","equal","envy.target",6
"6441088","warmth-bias","envy.target",7
"6441088","warmth-bias","pity.target",5
"6455552","competence-bias","envy.target",6
"6455552","competence-bias","pity.target",6
"6469035","competence-bias","envy.target",6
"6469035","competence-bias","pity.target",3
"6485198","equal","pity.target",4
"6485198","equal","envy.target",6
"6515953","competence-bias","envy.target",5
"6515953","competence-bias","pity.target",3
"6517978","competence-bias","pity.target",7
"6517978","competence-bias","envy.target",5
"6530281","equal","envy.target",3
"6530281","equal","pity.target",7
"6581399","competence-bias","pity.target",5
"6581399","competence-bias","envy.target",6
"6586212","equal","envy.target",7
"6586212","equal","pity.target",2
"6588205","equal","envy.target",7
"6588205","equal","pity.target",7
"6597188","equal","envy.target",6
"6597188","equal","pity.target",5
"6605358","warmth-bias","pity.target",5
"6605358","warmth-bias","envy.target",6
"6610595","competence-bias","envy.target",5
"6610595","competence-bias","pity.target",4
"6613844","equal","envy.target",5
"6613844","equal","pity.target",6
"6619119","equal","envy.target",5
"6619119","equal","pity.target",6
"6630000","competence-bias","envy.target",5
"6630000","competence-bias","pity.target",6
"6637042","equal","envy.target",4
"6637042","equal","pity.target",7
"6643992","warmth-bias","pity.target",5
"6643992","warmth-bias","envy.target",6
"6647065","competence-bias","envy.target",7
"6647065","competence-bias","pity.target",6
"6652840","competence-bias","envy.target",5
"6652840","competence-bias","pity.target",3
"6653031","warmth-bias","envy.target",3
"6653031","warmth-bias","pity.target",7
"6653400","competence-bias","pity.target",5
"6653400","competence-bias","envy.target",7
"6663513","competence-bias","envy.target",3
"6663513","competence-bias","pity.target",5
"6671581","equal","envy.target",7
"6671581","equal","pity.target",7
"6693644","competence-bias","envy.target",5
"6693644","competence-bias","pity.target",5
"6707299","warmth-bias","pity.target",6
"6707299","warmth-bias","envy.target",4
"6716864","warmth-bias","pity.target",5
"6716864","warmth-bias","envy.target",6
"6717925","warmth-bias","pity.target",2
"6717925","warmth-bias","envy.target",6
"6720559","equal","envy.target",6
"6720559","equal","pity.target",5
"6722706","competence-bias","envy.target",5
"6722706","competence-bias","pity.target",4
"6737720","competence-bias","pity.target",7
"6737720","competence-bias","envy.target",4
"6748529","equal","pity.target",6
"6748529","equal","envy.target",5
"6754554","equal","envy.target",7
"6754554","equal","pity.target",4
"6755826","equal","pity.target",7
"6755826","equal","envy.target",4
"6761033","competence-bias","pity.target",6
"6761033","competence-bias","envy.target",5
"6762701","competence-bias","envy.target",7
"6762701","competence-bias","pity.target",7
"6768414","equal","envy.target",6
"6768414","equal","pity.target",6
"6772836","warmth-bias","pity.target",5
"6772836","warmth-bias","envy.target",7
"6775945","equal","pity.target",4
"6775945","equal","envy.target",4
"6777840","equal","pity.target",6
"6777840","equal","envy.target",6
"6787944","warmth-bias","envy.target",5
"6787944","warmth-bias","pity.target",6
"6788451","competence-bias","pity.target",6
"6788451","competence-bias","envy.target",7
"6813158","competence-bias","pity.target",5
"6813158","competence-bias","envy.target",5
"6813636","equal","pity.target",7
"6813636","equal","envy.target",5
"6815461","warmth-bias","pity.target",5
"6815461","warmth-bias","envy.target",3
"6821627","competence-bias","envy.target",7
"6821627","competence-bias","pity.target",5
"6827357","warmth-bias","pity.target",3
"6827357","warmth-bias","envy.target",6
"6830404","equal","pity.target",5
