"subject","trial","trial.type","choice"
"1897454",1,"Which candidate is more competent?","pity.target"
"1897454",10,"Which candidate is more warm?","pity.target"
"1897454",11,"Which candidate is more competent?","envy.target"
"1897454",12,"Which candidate is more competent?","envy.target"
"1897454",13,"Which candidate is more warm?","pity.target"
"1897454",14,"Which candidate is more warm?","pity.target"
"1897454",15,"Which candidate is more competent?","pity.target"
"1897454",16,"Which candidate is more competent?","envy.target"
"1897454",17,"Which candidate is more competent?","envy.target"
"1897454",18,"Which candidate is more competent?","envy.target"
"1897454",19,"Which candidate is more competent?","pity.target"
"1897454",2,"Which candidate is more competent?","envy.target"
"1897454",20,"Which candidate is more competent?","envy.target"
"1897454",21,"Which candidate is more competent?","envy.target"
"1897454",22,"Which candidate is more competent?","envy.target"
"1897454",23,"Which candidate is more warm?","pity.target"
"1897454",24,"Which candidate is more competent?","envy.target"
"1897454",25,"Which candidate is more competent?","envy.target"
"1897454",26,"Which candidate is more warm?","pity.target"
"1897454",27,"Which candidate is more competent?","envy.target"
"1897454",28,"Which candidate is more competent?","envy.target"
"1897454",29,"Which candidate is more competent?","envy.target"
"1897454",3,"Which candidate is more competent?","pity.target"
"1897454",30,"Which candidate is more competent?","envy.target"
"1897454",4,"Which candidate is more competent?","envy.target"
"1897454",5,"Which candidate is more competent?","envy.target"
"1897454",6,"Which candidate is more competent?","envy.target"
"1897454",7,"Which candidate is more competent?","envy.target"
"1897454",8,"Which candidate is more warm?","pity.target"
"1897454",9,"Which candidate is more competent?","envy.target"
"1907243",1,"Which candidate is more competent?","envy.target"
"1907243",10,"Which candidate is more competent?","envy.target"
"1907243",11,"Which candidate is more competent?","envy.target"
"1907243",12,"Which candidate is more competent?","envy.target"
"1907243",13,"Which candidate is more warm?","pity.target"
"1907243",14,"Which candidate is more competent?","envy.target"
"1907243",15,"Which candidate is more competent?","envy.target"
"1907243",16,"Which candidate is more warm?","pity.target"
"1907243",17,"Which candidate is more warm?","pity.target"
"1907243",18,"Which candidate is more competent?","envy.target"
"1907243",19,"Which candidate is more competent?","envy.target"
"1907243",2,"Which candidate is more competent?","envy.target"
"1907243",20,"Which candidate is more competent?","envy.target"
"1907243",21,"Which candidate is more warm?","pity.target"
"1907243",22,"Which candidate is more competent?","envy.target"
"1907243",23,"Which candidate is more competent?","envy.target"
"1907243",24,"Which candidate is more competent?","envy.target"
"1907243",25,"Which candidate is more competent?","envy.target"
"1907243",26,"Which candidate is more competent?","envy.target"
"1907243",27,"Which candidate is more competent?","envy.target"
"1907243",28,"Which candidate is more warm?","pity.target"
"1907243",29,"Which candidate is more competent?","envy.target"
"1907243",3,"Which candidate is more competent?","envy.target"
"1907243",30,"Which candidate is more competent?","envy.target"
"1907243",4,"Which candidate is more competent?","envy.target"
"1907243",5,"Which candidate is more competent?","envy.target"
"1907243",6,"Which candidate is more competent?","envy.target"
"1907243",7,"Which candidate is more competent?","envy.target"
"1907243",8,"Which candidate is more warm?","pity.target"
"1907243",9,"Which candidate is more competent?","envy.target"
"1912891",1,"Which candidate is more warm?","pity.target"
"1912891",10,"Which candidate is more warm?","pity.target"
"1912891",11,"Which candidate is more warm?","pity.target"
"1912891",12,"Which candidate is more warm?","pity.target"
"1912891",13,"Which candidate is more warm?","pity.target"
"1912891",14,"Which candidate is more warm?","pity.target"
"1912891",15,"Which candidate is more warm?","pity.target"
"1912891",16,"Which candidate is more warm?","pity.target"
"1912891",17,"Which candidate is more warm?","pity.target"
"1912891",18,"Which candidate is more warm?","pity.target"
"1912891",19,"Which candidate is more warm?","pity.target"
"1912891",2,"Which candidate is more competent?","envy.target"
"1912891",20,"Which candidate is more warm?","pity.target"
"1912891",21,"Which candidate is more warm?","pity.target"
"1912891",22,"Which candidate is more competent?","envy.target"
"1912891",23,"Which candidate is more warm?","pity.target"
"1912891",24,"Which candidate is more warm?","pity.target"
"1912891",25,"Which candidate is more warm?","pity.target"
"1912891",26,"Which candidate is more warm?","pity.target"
"1912891",27,"Which candidate is more competent?","envy.target"
"1912891",28,"Which candidate is more warm?","pity.target"
"1912891",29,"Which candidate is more competent?","envy.target"
"1912891",3,"Which candidate is more competent?","envy.target"
"1912891",30,"Which candidate is more warm?","pity.target"
"1912891",4,"Which candidate is more competent?","envy.target"
"1912891",5,"Which candidate is more warm?","pity.target"
"1912891",6,"Which candidate is more warm?","pity.target"
"1912891",7,"Which candidate is more warm?","pity.target"
"1912891",8,"Which candidate is more warm?","pity.target"
"1912891",9,"Which candidate is more warm?","pity.target"
"1913223",1,"Which candidate is more competent?","pity.target"
"1913223",10,"Which candidate is more warm?","pity.target"
"1913223",11,"Which candidate is more competent?","envy.target"
"1913223",12,"Which candidate is more warm?","pity.target"
"1913223",13,"Which candidate is more warm?","pity.target"
"1913223",14,"Which candidate is more competent?","envy.target"
"1913223",15,"Which candidate is more competent?","envy.target"
"1913223",16,"Which candidate is more warm?","pity.target"
"1913223",17,"Which candidate is more competent?","envy.target"
"1913223",18,"Which candidate is more competent?","envy.target"
"1913223",19,"Which candidate is more competent?","envy.target"
"1913223",2,"Which candidate is more competent?","envy.target"
"1913223",20,"Which candidate is more warm?","pity.target"
"1913223",21,"Which candidate is more warm?","pity.target"
"1913223",22,"Which candidate is more competent?","envy.target"
"1913223",23,"Which candidate is more warm?","pity.target"
"1913223",24,"Which candidate is more warm?","pity.target"
"1913223",25,"Which candidate is more competent?","envy.target"
"1913223",26,"Which candidate is more competent?","envy.target"
"1913223",27,"Which candidate is more competent?","envy.target"
"1913223",28,"Which candidate is more warm?","pity.target"
"1913223",29,"Which candidate is more competent?","envy.target"
"1913223",3,"Which candidate is more warm?","pity.target"
"1913223",30,"Which candidate is more warm?","pity.target"
"1913223",4,"Which candidate is more warm?","pity.target"
"1913223",5,"Which candidate is more competent?","envy.target"
"1913223",6,"Which candidate is more warm?","envy.target"
"1913223",7,"Which candidate is more competent?","envy.target"
"1913223",8,"Which candidate is more warm?","pity.target"
"1913223",9,"Which candidate is more warm?","pity.target"
"1914034",1,"Which candidate is more warm?","pity.target"
"1914034",10,"Which candidate is more competent?","envy.target"
"1914034",11,"Which candidate is more warm?","pity.target"
"1914034",12,"Which candidate is more warm?","pity.target"
"1914034",13,"Which candidate is more competent?","envy.target"
"1914034",14,"Which candidate is more warm?","pity.target"
"1914034",15,"Which candidate is more warm?","pity.target"
"1914034",16,"Which candidate is more warm?","pity.target"
"1914034",17,"Which candidate is more warm?","pity.target"
"1914034",18,"Which candidate is more warm?","pity.target"
"1914034",19,"Which candidate is more warm?","pity.target"
"1914034",2,"Which candidate is more warm?","pity.target"
"1914034",20,"Which candidate is more competent?","envy.target"
"1914034",21,"Which candidate is more warm?","pity.target"
"1914034",22,"Which candidate is more warm?","pity.target"
"1914034",23,"Which candidate is more warm?","pity.target"
"1914034",24,"Which candidate is more warm?","pity.target"
"1914034",25,"Which candidate is more competent?","envy.target"
"1914034",26,"Which candidate is more warm?","pity.target"
"1914034",27,"Which candidate is more warm?","pity.target"
"1914034",28,"Which candidate is more warm?","pity.target"
"1914034",29,"Which candidate is more warm?","pity.target"
"1914034",3,"Which candidate is more warm?","pity.target"
"1914034",30,"Which candidate is more warm?","pity.target"
"1914034",4,"Which candidate is more competent?","envy.target"
"1914034",5,"Which candidate is more warm?","pity.target"
"1914034",6,"Which candidate is more warm?","pity.target"
"1914034",7,"Which candidate is more warm?","pity.target"
"1914034",8,"Which candidate is more warm?","envy.target"
"1914034",9,"Which candidate is more competent?","envy.target"
"1915104",1,"Which candidate is more warm?","pity.target"
"1915104",10,"Which candidate is more warm?","pity.target"
"1915104",11,"Which candidate is more warm?","pity.target"
"1915104",12,"Which candidate is more competent?","envy.target"
"1915104",13,"Which candidate is more warm?","pity.target"
"1915104",14,"Which candidate is more warm?","pity.target"
"1915104",15,"Which candidate is more warm?","pity.target"
"1915104",16,"Which candidate is more warm?","pity.target"
"1915104",17,"Which candidate is more warm?","pity.target"
"1915104",18,"Which candidate is more warm?","pity.target"
"1915104",19,"Which candidate is more warm?","pity.target"
"1915104",2,"Which candidate is more warm?","pity.target"
"1915104",20,"Which candidate is more warm?","pity.target"
"1915104",21,"Which candidate is more warm?","pity.target"
"1915104",22,"Which candidate is more competent?","envy.target"
"1915104",23,"Which candidate is more warm?","pity.target"
"1915104",24,"Which candidate is more warm?","pity.target"
"1915104",25,"Which candidate is more competent?","envy.target"
"1915104",26,"Which candidate is more competent?","envy.target"
"1915104",27,"Which candidate is more warm?","pity.target"
"1915104",28,"Which candidate is more warm?","pity.target"
"1915104",29,"Which candidate is more warm?","pity.target"
"1915104",3,"Which candidate is more warm?","pity.target"
"1915104",30,"Which candidate is more competent?","envy.target"
"1915104",4,"Which candidate is more warm?","pity.target"
"1915104",5,"Which candidate is more competent?","envy.target"
"1915104",6,"Which candidate is more warm?","pity.target"
"1915104",7,"Which candidate is more warm?","pity.target"
"1915104",8,"Which candidate is more warm?","pity.target"
"1915104",9,"Which candidate is more warm?","pity.target"
"1915406",1,"Which candidate is more competent?","pity.target"
"1915406",10,"Which candidate is more warm?","pity.target"
"1915406",11,"Which candidate is more warm?","pity.target"
"1915406",12,"Which candidate is more warm?","pity.target"
"1915406",13,"Which candidate is more warm?","pity.target"
"1915406",14,"Which candidate is more warm?","pity.target"
"1915406",15,"Which candidate is more competent?","envy.target"
"1915406",16,"Which candidate is more competent?","envy.target"
"1915406",17,"Which candidate is more competent?","envy.target"
"1915406",18,"Which candidate is more competent?","envy.target"
"1915406",19,"Which candidate is more competent?","envy.target"
"1915406",2,"Which candidate is more warm?","pity.target"
"1915406",20,"Which candidate is more competent?","envy.target"
"1915406",21,"Which candidate is more competent?","envy.target"
"1915406",22,"Which candidate is more competent?","envy.target"
"1915406",23,"Which candidate is more competent?","envy.target"
"1915406",24,"Which candidate is more competent?","envy.target"
"1915406",25,"Which candidate is more competent?","envy.target"
"1915406",26,"Which candidate is more competent?","envy.target"
"1915406",27,"Which candidate is more warm?","pity.target"
"1915406",28,"Which candidate is more warm?","pity.target"
"1915406",29,"Which candidate is more warm?","pity.target"
"1915406",3,"Which candidate is more competent?","envy.target"
"1915406",30,"Which candidate is more warm?","pity.target"
"1915406",4,"Which candidate is more warm?","pity.target"
"1915406",5,"Which candidate is more warm?","pity.target"
"1915406",6,"Which candidate is more warm?","pity.target"
"1915406",7,"Which candidate is more warm?","pity.target"
"1915406",8,"Which candidate is more warm?","pity.target"
"1915406",9,"Which candidate is more competent?","envy.target"
"1949579",1,"Which candidate is more competent?","envy.target"
"1949579",10,"Which candidate is more competent?","envy.target"
"1949579",11,"Which candidate is more competent?","envy.target"
"1949579",12,"Which candidate is more competent?","envy.target"
"1949579",13,"Which candidate is more competent?","envy.target"
"1949579",14,"Which candidate is more warm?","pity.target"
"1949579",15,"Which candidate is more competent?","envy.target"
"1949579",16,"Which candidate is more warm?","pity.target"
"1949579",17,"Which candidate is more warm?","pity.target"
"1949579",18,"Which candidate is more warm?","pity.target"
"1949579",19,"Which candidate is more competent?","envy.target"
"1949579",2,"Which candidate is more competent?","envy.target"
"1949579",20,"Which candidate is more competent?","envy.target"
"1949579",21,"Which candidate is more competent?","envy.target"
"1949579",22,"Which candidate is more competent?","envy.target"
"1949579",23,"Which candidate is more competent?","envy.target"
"1949579",25,"Which candidate is more competent?","envy.target"
"1949579",26,"Which candidate is more competent?","envy.target"
"1949579",27,"Which candidate is more competent?","envy.target"
"1949579",28,"Which candidate is more competent?","envy.target"
"1949579",29,"Which candidate is more competent?","envy.target"
"1949579",3,"Which candidate is more competent?","envy.target"
"1949579",30,"Which candidate is more competent?","envy.target"
"1949579",4,"Which candidate is more warm?","pity.target"
"1949579",5,"Which candidate is more competent?","envy.target"
"1949579",6,"Which candidate is more competent?","envy.target"
"1949579",7,"Which candidate is more competent?","envy.target"
"1949579",8,"Which candidate is more warm?","pity.target"
"1949579",9,"Which candidate is more competent?","envy.target"
"1971483",1,"Which candidate is more competent?","envy.target"
"1971483",10,"Which candidate is more competent?","envy.target"
"1971483",11,"Which candidate is more competent?","envy.target"
"1971483",12,"Which candidate is more competent?","envy.target"
"1971483",13,"Which candidate is more competent?","envy.target"
"1971483",14,"Which candidate is more warm?","pity.target"
"1971483",15,"Which candidate is more warm?","pity.target"
"1971483",16,"Which candidate is more warm?","pity.target"
"1971483",17,"Which candidate is more competent?","envy.target"
"1971483",18,"Which candidate is more competent?","envy.target"
"1971483",19,"Which candidate is more competent?","envy.target"
"1971483",2,"Which candidate is more competent?","envy.target"
"1971483",20,"Which candidate is more competent?","envy.target"
"1971483",21,"Which candidate is more competent?","envy.target"
"1971483",22,"Which candidate is more warm?","pity.target"
"1971483",23,"Which candidate is more competent?","envy.target"
"1971483",24,"Which candidate is more competent?","envy.target"
"1971483",25,"Which candidate is more competent?","envy.target"
"1971483",26,"Which candidate is more warm?","pity.target"
"1971483",27,"Which candidate is more competent?","envy.target"
"1971483",28,"Which candidate is more competent?","envy.target"
"1971483",29,"Which candidate is more competent?","envy.target"
"1971483",3,"Which candidate is more competent?","envy.target"
"1971483",30,"Which candidate is more competent?","envy.target"
"1971483",4,"Which candidate is more warm?","pity.target"
"1971483",5,"Which candidate is more competent?","envy.target"
"1971483",6,"Which candidate is more competent?","envy.target"
"1971483",7,"Which candidate is more competent?","envy.target"
"1971483",8,"Which candidate is more competent?","envy.target"
"1971483",9,"Which candidate is more competent?","envy.target"
"1978468",1,"Which candidate is more warm?","pity.target"
"1978468",10,"Which candidate is more competent?","envy.target"
"1978468",11,"Which candidate is more warm?","pity.target"
"1978468",12,"Which candidate is more warm?","pity.target"
"1978468",13,"Which candidate is more competent?","envy.target"
"1978468",14,"Which candidate is more warm?","pity.target"
"1978468",15,"Which candidate is more competent?","envy.target"
"1978468",16,"Which candidate is more warm?","pity.target"
"1978468",17,"Which candidate is more competent?","envy.target"
"1978468",18,"Which candidate is more competent?","envy.target"
"1978468",19,"Which candidate is more warm?","pity.target"
"1978468",2,"Which candidate is more competent?","envy.target"
"1978468",20,"Which candidate is more competent?","envy.target"
"1978468",21,"Which candidate is more competent?","envy.target"
"1978468",22,"Which candidate is more competent?","envy.target"
"1978468",23,"Which candidate is more warm?","pity.target"
"1978468",24,"Which candidate is more competent?","envy.target"
"1978468",25,"Which candidate is more warm?","pity.target"
"1978468",26,"Which candidate is more warm?","pity.target"
"1978468",27,"Which candidate is more warm?","pity.target"
"1978468",28,"Which candidate is more warm?","pity.target"
"1978468",29,"Which candidate is more competent?","envy.target"
"1978468",3,"Which candidate is more warm?","pity.target"
"1978468",30,"Which candidate is more competent?","envy.target"
"1978468",4,"Which candidate is more competent?","envy.target"
"1978468",5,"Which candidate is more warm?","pity.target"
"1978468",6,"Which candidate is more competent?","envy.target"
"1978468",7,"Which candidate is more warm?","pity.target"
"1978468",8,"Which candidate is more competent?","envy.target"
"1978468",9,"Which candidate is more warm?","pity.target"
"1979778",1,"Which candidate is more warm?","pity.target"
"1979778",10,"Which candidate is more warm?","pity.target"
"1979778",11,"Which candidate is more warm?","pity.target"
"1979778",12,"Which candidate is more warm?","pity.target"
"1979778",13,"Which candidate is more warm?","pity.target"
"1979778",14,"Which candidate is more warm?","pity.target"
"1979778",15,"Which candidate is more warm?","pity.target"
"1979778",16,"Which candidate is more warm?","pity.target"
"1979778",17,"Which candidate is more warm?","pity.target"
"1979778",18,"Which candidate is more warm?","pity.target"
"1979778",19,"Which candidate is more competent?","envy.target"
"1979778",2,"Which candidate is more competent?","envy.target"
"1979778",20,"Which candidate is more warm?","pity.target"
"1979778",21,"Which candidate is more warm?","pity.target"
"1979778",22,"Which candidate is more warm?","pity.target"
"1979778",23,"Which candidate is more warm?","pity.target"
"1979778",24,"Which candidate is more competent?","envy.target"
"1979778",25,"Which candidate is more warm?","pity.target"
"1979778",26,"Which candidate is more warm?","pity.target"
"1979778",27,"Which candidate is more warm?","pity.target"
"1979778",28,"Which candidate is more warm?","pity.target"
"1979778",29,"Which candidate is more warm?","pity.target"
"1979778",3,"Which candidate is more warm?","pity.target"
"1979778",30,"Which candidate is more warm?","pity.target"
"1979778",4,"Which candidate is more warm?","pity.target"
"1979778",5,"Which candidate is more warm?","pity.target"
"1979778",6,"Which candidate is more competent?","envy.target"
"1979778",7,"Which candidate is more competent?","envy.target"
"1979778",8,"Which candidate is more competent?","envy.target"
"1979778",9,"Which candidate is more warm?","pity.target"
"1987046",1,"Which candidate is more warm?","pity.target"
"1987046",10,"Which candidate is more warm?","pity.target"
"1987046",11,"Which candidate is more warm?","pity.target"
"1987046",12,"Which candidate is more warm?","pity.target"
"1987046",13,"Which candidate is more competent?","envy.target"
"1987046",14,"Which candidate is more warm?","pity.target"
"1987046",15,"Which candidate is more warm?","pity.target"
"1987046",16,"Which candidate is more warm?","pity.target"
"1987046",17,"Which candidate is more warm?","pity.target"
"1987046",18,"Which candidate is more warm?","pity.target"
"1987046",19,"Which candidate is more warm?","pity.target"
"1987046",2,"Which candidate is more warm?","pity.target"
"1987046",20,"Which candidate is more competent?","envy.target"
"1987046",21,"Which candidate is more warm?","pity.target"
"1987046",22,"Which candidate is more competent?","envy.target"
"1987046",23,"Which candidate is more competent?","envy.target"
"1987046",24,"Which candidate is more warm?","pity.target"
"1987046",25,"Which candidate is more warm?","pity.target"
"1987046",26,"Which candidate is more competent?","envy.target"
"1987046",27,"Which candidate is more warm?","pity.target"
"1987046",28,"Which candidate is more warm?","pity.target"
"1987046",29,"Which candidate is more warm?","pity.target"
"1987046",3,"Which candidate is more competent?","envy.target"
"1987046",30,"Which candidate is more warm?","pity.target"
"1987046",4,"Which candidate is more warm?","pity.target"
"1987046",5,"Which candidate is more warm?","pity.target"
"1987046",6,"Which candidate is more warm?","pity.target"
"1987046",7,"Which candidate is more warm?","pity.target"
"1987046",8,"Which candidate is more warm?","pity.target"
"1987046",9,"Which candidate is more warm?","pity.target"
"2009118",1,"Which candidate is more competent?","envy.target"
"2009118",10,"Which candidate is more warm?","pity.target"
"2009118",11,"Which candidate is more warm?","pity.target"
"2009118",12,"Which candidate is more competent?","envy.target"
"2009118",13,"Which candidate is more competent?","envy.target"
"2009118",14,"Which candidate is more competent?","envy.target"
"2009118",15,"Which candidate is more competent?","envy.target"
"2009118",16,"Which candidate is more competent?","envy.target"
"2009118",17,"Which candidate is more competent?","envy.target"
"2009118",18,"Which candidate is more competent?","envy.target"
"2009118",19,"Which candidate is more warm?","pity.target"
"2009118",2,"Which candidate is more competent?","envy.target"
"2009118",20,"Which candidate is more competent?","envy.target"
"2009118",21,"Which candidate is more competent?","envy.target"
"2009118",22,"Which candidate is more warm?","pity.target"
"2009118",23,"Which candidate is more competent?","envy.target"
"2009118",24,"Which candidate is more warm?","pity.target"
"2009118",25,"Which candidate is more competent?","envy.target"
"2009118",26,"Which candidate is more competent?","envy.target"
"2009118",27,"Which candidate is more competent?","envy.target"
"2009118",28,"Which candidate is more competent?","envy.target"
"2009118",29,"Which candidate is more competent?","envy.target"
"2009118",3,"Which candidate is more competent?","envy.target"
"2009118",30,"Which candidate is more competent?","envy.target"
"2009118",4,"Which candidate is more warm?","pity.target"
"2009118",5,"Which candidate is more competent?","envy.target"
"2009118",6,"Which candidate is more competent?","envy.target"
"2009118",7,"Which candidate is more competent?","envy.target"
"2009118",8,"Which candidate is more competent?","pity.target"
"2009118",9,"Which candidate is more competent?","envy.target"
"2009789",1,"Which candidate is more warm?","pity.target"
"2009789",10,"Which candidate is more warm?","pity.target"
"2009789",11,"Which candidate is more warm?","pity.target"
"2009789",12,"Which candidate is more warm?","pity.target"
"2009789",13,"Which candidate is more warm?","pity.target"
"2009789",14,"Which candidate is more competent?","envy.target"
"2009789",15,"Which candidate is more warm?","pity.target"
"2009789",16,"Which candidate is more warm?","pity.target"
"2009789",17,"Which candidate is more warm?","pity.target"
"2009789",18,"Which candidate is more warm?","pity.target"
"2009789",19,"Which candidate is more warm?","pity.target"
"2009789",2,"Which candidate is more warm?","envy.target"
"2009789",20,"Which candidate is more competent?","envy.target"
"2009789",21,"Which candidate is more warm?","pity.target"
"2009789",22,"Which candidate is more warm?","pity.target"
"2009789",23,"Which candidate is more warm?","pity.target"
"2009789",24,"Which candidate is more competent?","envy.target"
"2009789",25,"Which candidate is more warm?","pity.target"
"2009789",26,"Which candidate is more warm?","pity.target"
"2009789",27,"Which candidate is more warm?","envy.target"
"2009789",28,"Which candidate is more warm?","pity.target"
"2009789",29,"Which candidate is more warm?","pity.target"
"2009789",3,"Which candidate is more competent?","envy.target"
"2009789",30,"Which candidate is more warm?","pity.target"
"2009789",4,"Which candidate is more warm?","pity.target"
"2009789",5,"Which candidate is more competent?","envy.target"
"2009789",6,"Which candidate is more competent?","envy.target"
"2009789",7,"Which candidate is more warm?","pity.target"
"2009789",8,"Which candidate is more warm?","pity.target"
"2009789",9,"Which candidate is more warm?","pity.target"
"2053669",1,"Which candidate is more warm?","pity.target"
"2053669",10,"Which candidate is more competent?","envy.target"
"2053669",11,"Which candidate is more competent?","envy.target"
"2053669",12,"Which candidate is more warm?","pity.target"
"2053669",13,"Which candidate is more warm?","pity.target"
"2053669",14,"Which candidate is more warm?","pity.target"
"2053669",15,"Which candidate is more warm?","pity.target"
"2053669",16,"Which candidate is more warm?","pity.target"
"2053669",17,"Which candidate is more warm?","envy.target"
"2053669",18,"Which candidate is more warm?","pity.target"
"2053669",19,"Which candidate is more warm?","pity.target"
"2053669",2,"Which candidate is more warm?","pity.target"
"2053669",20,"Which candidate is more warm?","pity.target"
"2053669",21,"Which candidate is more warm?","pity.target"
"2053669",22,"Which candidate is more warm?","pity.target"
"2053669",23,"Which candidate is more competent?","envy.target"
"2053669",24,"Which candidate is more competent?","envy.target"
"2053669",25,"Which candidate is more warm?","pity.target"
"2053669",26,"Which candidate is more warm?","pity.target"
"2053669",27,"Which candidate is more warm?","pity.target"
"2053669",28,"Which candidate is more warm?","pity.target"
"2053669",29,"Which candidate is more warm?","pity.target"
"2053669",3,"Which candidate is more warm?","pity.target"
"2053669",30,"Which candidate is more warm?","pity.target"
"2053669",4,"Which candidate is more competent?","envy.target"
"2053669",5,"Which candidate is more competent?","envy.target"
"2053669",6,"Which candidate is more warm?","pity.target"
"2053669",7,"Which candidate is more warm?","pity.target"
"2053669",8,"Which candidate is more warm?","pity.target"
"2053669",9,"Which candidate is more warm?","pity.target"
"2066008",1,"Which candidate is more competent?","envy.target"
"2066008",10,"Which candidate is more competent?","envy.target"
"2066008",11,"Which candidate is more competent?","envy.target"
"2066008",12,"Which candidate is more competent?","envy.target"
"2066008",13,"Which candidate is more warm?","pity.target"
"2066008",14,"Which candidate is more competent?","envy.target"
"2066008",15,"Which candidate is more competent?","envy.target"
"2066008",16,"Which candidate is more competent?","envy.target"
"2066008",17,"Which candidate is more competent?","envy.target"
"2066008",18,"Which candidate is more warm?","pity.target"
"2066008",19,"Which candidate is more warm?","pity.target"
"2066008",2,"Which candidate is more warm?","pity.target"
"2066008",20,"Which candidate is more competent?","envy.target"
"2066008",21,"Which candidate is more warm?","pity.target"
"2066008",22,"Which candidate is more warm?","pity.target"
"2066008",23,"Which candidate is more competent?","envy.target"
"2066008",24,"Which candidate is more competent?","envy.target"
"2066008",25,"Which candidate is more competent?","envy.target"
"2066008",26,"Which candidate is more competent?","envy.target"
"2066008",27,"Which candidate is more competent?","envy.target"
"2066008",28,"Which candidate is more competent?","envy.target"
"2066008",29,"Which candidate is more competent?","envy.target"
"2066008",3,"Which candidate is more competent?","envy.target"
"2066008",30,"Which candidate is more competent?","envy.target"
"2066008",4,"Which candidate is more competent?","envy.target"
"2066008",5,"Which candidate is more competent?","envy.target"
"2066008",6,"Which candidate is more competent?","envy.target"
"2066008",7,"Which candidate is more competent?","envy.target"
"2066008",8,"Which candidate is more competent?","envy.target"
"2066008",9,"Which candidate is more competent?","envy.target"
"2069621",1,"Which candidate is more competent?","envy.target"
"2069621",10,"Which candidate is more competent?","envy.target"
"2069621",11,"Which candidate is more warm?","pity.target"
"2069621",12,"Which candidate is more competent?","envy.target"
"2069621",13,"Which candidate is more warm?","pity.target"
"2069621",14,"Which candidate is more warm?","pity.target"
"2069621",15,"Which candidate is more competent?","envy.target"
"2069621",16,"Which candidate is more warm?","pity.target"
"2069621",17,"Which candidate is more warm?","pity.target"
"2069621",18,"Which candidate is more competent?","envy.target"
"2069621",19,"Which candidate is more warm?","pity.target"
"2069621",2,"Which candidate is more warm?","pity.target"
"2069621",20,"Which candidate is more competent?","envy.target"
"2069621",21,"Which candidate is more competent?","envy.target"
"2069621",22,"Which candidate is more warm?","pity.target"
"2069621",23,"Which candidate is more competent?","envy.target"
"2069621",24,"Which candidate is more competent?","envy.target"
"2069621",25,"Which candidate is more competent?","envy.target"
"2069621",26,"Which candidate is more competent?","envy.target"
"2069621",27,"Which candidate is more warm?","pity.target"
"2069621",28,"Which candidate is more warm?","pity.target"
"2069621",29,"Which candidate is more competent?","envy.target"
"2069621",3,"Which candidate is more competent?","envy.target"
"2069621",30,"Which candidate is more warm?","pity.target"
"2069621",4,"Which candidate is more warm?","pity.target"
"2069621",5,"Which candidate is more warm?","pity.target"
"2069621",6,"Which candidate is more competent?","envy.target"
"2069621",7,"Which candidate is more warm?","pity.target"
"2069621",8,"Which candidate is more competent?","envy.target"
"2069621",9,"Which candidate is more warm?","pity.target"
"2076149",1,"Which candidate is more competent?","envy.target"
"2076149",10,"Which candidate is more warm?","pity.target"
"2076149",11,"Which candidate is more warm?","pity.target"
"2076149",12,"Which candidate is more competent?","envy.target"
"2076149",13,"Which candidate is more warm?","pity.target"
"2076149",14,"Which candidate is more warm?","pity.target"
"2076149",15,"Which candidate is more warm?","pity.target"
"2076149",16,"Which candidate is more warm?","pity.target"
"2076149",17,"Which candidate is more warm?","pity.target"
"2076149",18,"Which candidate is more warm?","pity.target"
"2076149",19,"Which candidate is more warm?","pity.target"
"2076149",2,"Which candidate is more competent?","envy.target"
"2076149",20,"Which candidate is more warm?","pity.target"
"2076149",21,"Which candidate is more warm?","pity.target"
"2076149",22,"Which candidate is more warm?","pity.target"
"2076149",23,"Which candidate is more warm?","pity.target"
"2076149",24,"Which candidate is more warm?","pity.target"
"2076149",25,"Which candidate is more warm?","pity.target"
"2076149",26,"Which candidate is more competent?","envy.target"
"2076149",27,"Which candidate is more warm?","pity.target"
"2076149",28,"Which candidate is more competent?","envy.target"
"2076149",29,"Which candidate is more warm?","pity.target"
"2076149",3,"Which candidate is more warm?","pity.target"
"2076149",30,"Which candidate is more competent?","envy.target"
"2076149",4,"Which candidate is more warm?","pity.target"
"2076149",5,"Which candidate is more warm?","pity.target"
"2076149",6,"Which candidate is more warm?","pity.target"
"2076149",7,"Which candidate is more warm?","pity.target"
"2076149",8,"Which candidate is more warm?","pity.target"
"2076149",9,"Which candidate is more warm?","pity.target"
"2079021",1,"Which candidate is more competent?","pity.target"
"2079021",10,"Which candidate is more competent?","pity.target"
"2079021",11,"Which candidate is more competent?","pity.target"
"2079021",12,"Which candidate is more competent?","pity.target"
"2079021",13,"Which candidate is more competent?","pity.target"
"2079021",14,"Which candidate is more competent?","pity.target"
"2079021",15,"Which candidate is more warm?","envy.target"
"2079021",16,"Which candidate is more competent?","pity.target"
"2079021",17,"Which candidate is more warm?","envy.target"
"2079021",18,"Which candidate is more warm?","envy.target"
"2079021",19,"Which candidate is more competent?","pity.target"
"2079021",2,"Which candidate is more competent?","pity.target"
"2079021",20,"Which candidate is more competent?","pity.target"
"2079021",21,"Which candidate is more competent?","pity.target"
"2079021",22,"Which candidate is more competent?","pity.target"
"2079021",23,"Which candidate is more competent?","pity.target"
"2079021",24,"Which candidate is more competent?","pity.target"
"2079021",25,"Which candidate is more competent?","pity.target"
"2079021",26,"Which candidate is more competent?","pity.target"
"2079021",27,"Which candidate is more competent?","pity.target"
